"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
,4,1,Mohammed Eltaher,1,1.0000,Twitter user;home location;tweet message;Predicting Twitter User Locations;average error distance;novel unsupervised method;unsupervised approach;Gaussian Mixture Model;Maximum Likelihood Estimation;Spatial Word UsageWe study,0.5833
"Air Force Institute of Technology, 2950 P Street, WrightPatterson AFB, OH 45324, USA",1,1,Todd Hale,1,0.3333,adaptive processing;hitherto separate STAP issue;non-homogeneous data;training data;airborne platform;multi-channel airborne radar measurement;preliminary knowledge;target indication;target indicationThis paper;unified approach,0.2778
"Department of Computer Science, University of Colorado at Colorado Springs, Colorado, USA",0,0,Jeff Schott,1,0.0000,ime-series data;adaptive-network-based fuzzy inference system;customizable fuzzy logic grammar;data warehouse;fuzzy logic rule;J. KalitaThis paper;J. Schott;domain expertise;pattern recognition;user-constrained pattern recognition,0.0000
,0,0,Bernd Bieker,3,0.0000,Parallel SystemsLeistungsmessung von Transputersystemen;Parallel SystemsThe FTMPS-Project;Fault-Tolerance Techniques,0.0000
"Department of Fisheries and Wildlife, Oregon State University, Oregon, USA",9,1,Stanley V. Gregory,1,2.2500,landscape dynamic;natural system;human decision;human influence;individual-based modeling;modeling community;new analysis approach;new representational approach;new tool;new way,1.3125
,0,0,Xiaofeng Niu,1,0.0000,projection method;new algorithm;SOLA-VOF method;explicit difference method;implicit technique;nonparametric statistics method;implicit finite difference technique;simulation result;New Implicit Finite Difference;Thermal Melt Flow,0.0000
,0,0,Qi Niu,1,0.0000,Web Load;Web cache;Web cache technology;Web caching optimization solution;high concurrent environment;high concurrent processing capability;high priory;high quality service;High-Concurrency EnvironmentLoad balancing technology;corresponding load balancing,0.0000
,2,1,Mark H. Whitworth,1,0.5000,software design quality;software science parameter;software design;software designsMetrics;software development effort;software quality;software science metrics;code quality;continuous quality evaluation;design media,0.5417
,0,0,Qiuxuan Wu,1,0.0000,Web Load;Web cache;Web cache technology;Web caching optimization solution;high concurrent environment;high concurrent processing capability;high priory;high quality service;High-Concurrency EnvironmentLoad balancing technology;corresponding load balancing,0.0000
,0,0,Xiaoni Chi,1,0.0000,Web Load;Web cache;Web cache technology;Web caching optimization solution;high concurrent environment;high concurrent processing capability;high priory;high quality service;High-Concurrency EnvironmentLoad balancing technology;corresponding load balancing,0.0000
,0,0,Bichuan Liu,1,0.0000,Web Load;Web cache;Web cache technology;Web caching optimization solution;high concurrent environment;high concurrent processing capability;high priory;high quality service;High-Concurrency EnvironmentLoad balancing technology;corresponding load balancing,0.0000
"Center for Applied Scientific Computing, Lawrence Livermore National Lab, Livermore, CA",11,2,Brian T. N. Gunney,5,2.4909,combined performance;performance data;performance debugging;performance evaluation;performance improvement;visualizing performance data;project per-core data;AMR library;Cray Opteron Cluster;Cray X1,4.3764
"Departamento de Estadística, I.O. y D.M., Universidad de Oviedo, C/Calvo Sotelo, s/n, 33007, 33071 Oviedo, Spain;Research Unit on Intelligent Data Analysis and Graphical Models, European Centre for Soft Computing, 33600 Mieres, Spain",101,6,Gil González-Rodríguez,16,29.1667,fuzzy set;fuzzy data;fuzzy random variable;random variable;original random variable;fuzzy system;LR fuzzy number;fuzzy number;fuzzy random variablesA;fuzzy representation,30.3639
"University of Maryland, College Park",12,2,Eric A. Hardisty,3,3.4500,manual identification;timing restriction;update point;update test;active function;different update point;distinct update point;full update point coverage;perspective classification;perspective classification result,5.1775
,1,1,H. Ahne,3,0.2000,Top-CARL process;aqueous phase silylation;chemical amplification;new route;organic layer;plasma developable high resolution,0.0900
,0,0,Jürgen Freytag,1,0.0000,Informatik-Ausbildung wozu,0.0000
"Università di Palermo, Palermo, Italy",5,1,Pierluigi Gallo,4,1.1667,Wireless MAC Processor;wireless card;new architecture;MAC algorithm;MAC programming interface;Wireless MAC Processor architecture;active MAC protocol;different MAC protocol;virtual MAC machine;commercial off-the-shelf,1.2167
"Department of Applied Mathematics, University of Málaga, 29071 Málaga, Spain",2,1,Pablo Guerrero-García,6,0.8333,primal simplex method;sparse counterpart;sparse implementation;sparse projected-gradient implementation;dual simplex method;exact method;proposed method;base station;deficient-basis dual counterpart;direct sparse orthogonalization methodology,1.0278
"Department of Computer Science, University of Bremen, Germany;DFKI Bremen, SKS;SSCS, DFKI Bremen",21,4,Daniel Hausmann,6,6.6333,ambient calculus;conditional logic;algebraic-coalgebraic specification language;strong system;coalgebraic approach;satisfying coalgebraic representation;ambient calculusRecently;mobile Process calculus;standard process algebra;various process calculus,9.5544
"Purdue University, West Lafayette, IN",6,2,Gregory Aaron Wilkin,5,2.0000,centralized correlators;aggregated delivery;event correlation;multicast scenario;atomic delivery;delivery guarantee;centralized setup;additional property;best-effort guarantee;process-specific criterion,3.5833
"St. Norbert College, De Pere, WI",2,1,David Pankratz,1,0.6667,Computer Science;faculty member;small budget;small liberal arts college;Business Information Systems;Graphic Design;enrollment trend;favorable response;own assessment result;recent study,0.2222
"Dipartimento di Automatica e Informatica, Politecnico di Torino, Torino,Italy",1,1,Antonio Vetro',3,0.2500,power consumption;different language;usage pattern;computer system;automatic static analysis;Profiling power consumption;analysing power consumption data;power consumption data;power consumption profile;power consumption value,0.2708
"Computer Science Department, University of Geneva, Geneva, Switzerland;Laboratoire de Programmation Distribuée, EPFL, Lausanne, Switzerland",84,5,Pierre Leone,26,23.8333,wireless sensor network;sensor network;propagation algorithm;MAC algorithm;probabilistic data;energy consumption;mobile node;energy balanced data propagation;optimal data;localization algorithm,28.2722
"Instituto Gulbenkian de Ciência, Oeiras, Portugal",0,0,Gabriela Gomes,1,0.0000,important clinical consequence;Mycobacterium tuberculosis;bacterial pathogen;bacterial species;demographic data;demographic information;genetic diversity;informatics system;integrated web tool;molecular analysis,0.0000
,0,0,Fan Wenchao,1,0.0000,Educational Resource Platform Design;OGSA-based educational resource service;educational resource platform;platform architecture;service resource;web service;Internet public standard;OGSA design architecture system;QGSAThe article,0.0000
,0,0,R. Roseveare,1,0.0000,IT training challenge,0.0000
,0,0,Zhiguang Liu,1,0.0000,miRNA production rate;Drosophila circadian clock;circadian rhythm;distinct period profile;key clock gene;Circadian Rhythms Model;DrosophilaExperimental evidence point;asymptotic stability;simple model;theoretical result,0.0000
"Graduate School of Engineering, Hokkaido University, Sapporo, 0608628 Japan",1,1,Akitoshi Ogawa,1,0.5000,computation process;individual problem;multiple problem;sample problem;different computation;FPC model;Wiley InterScience;Wiley Periodicals;different structure;functional parts combination,0.7500
,0,0,Fengpan Zhang,1,0.0000,miRNA production rate;Drosophila circadian clock;circadian rhythm;distinct period profile;key clock gene;Circadian Rhythms Model;DrosophilaExperimental evidence point;asymptotic stability;simple model;theoretical result,0.0000
Texas A&M University,0,0,Fabio Moro,1,0.0000,leadership style;United Kingdom;United States;significant difference;cross-cultural leadership style;leadership skill;limited study;significant statistical difference;Leadership Needs;Perceived Leadership Scales,0.0000
,0,0,Yuhong Zhao,1,0.0000,projection method;new algorithm;SOLA-VOF method;explicit difference method;implicit technique;nonparametric statistics method;implicit finite difference technique;simulation result;New Implicit Finite Difference;Thermal Melt Flow,0.0000
"Computer Science and Engineering, University of Washington, Seattle, WA",1,1,Mike Chung,2,0.1250,BCI new skills on-the-fly;brain-computer interfacing;high-level command;humanoid robot;low signal-to-noise ratio;virtual home environment;fine-grained control;simultaneous control;tedious low-level control;hierarchical BCI,0.0793
,0,0,Hua Hou,1,0.0000,projection method;new algorithm;SOLA-VOF method;explicit difference method;implicit technique;nonparametric statistics method;implicit finite difference technique;simulation result;New Implicit Finite Difference;Thermal Melt Flow,0.0000
,0,0,Wei Liang,1,0.0000,projection method;new algorithm;SOLA-VOF method;explicit difference method;implicit technique;nonparametric statistics method;implicit finite difference technique;simulation result;New Implicit Finite Difference;Thermal Melt Flow,0.0000
"University of Tokyo, Bunkyoku, Tokyo, Japan;National Institute of Informatics, Hitotsubashi, Chiyodaku, Tokyo, Japan",60,5,Tadayoshi Hara,10,17.0667,biomedical domain;linguistic feature;HPSG parser;parsing errorsIn;parsing model;dependency representation;empirical approach;domain adaptation;target domain;experimental result,25.6643
"School of Computer and Information Engineering, Henan University, Kaifeng, China 475004",0,0,Yi Zhou,1,0.0000,smart multimedia;SOPC framework;design method;networksThe design mind;proposed node design method;sensor node;smart cooperative multimedia;smart cooperative sensor network;cooperative awareness;correlative experimental data,0.0000
"School of Computer Science, Florida International University, Miami, FL",11,1,Tianjun Shi,4,2.2000,Software Architecture;SAM model;formal specification;model checking;non-functional property;SAM software architecture framework;SAM software architecture specification;general software architecture development;graphical formal software architecture;software architectural specification,1.7233
,2,1,Paul Pashby,1,0.6667,future system;goddard computing system;hardware design effort;large information processing system;prime computing support;forthcoming Gemini Non-Rendezvous flight;important application area;large automatic realtime computer;spaceflight missionsThe computer field;GT-1 flight,0.2222
,0,0,Qinghua Fang,1,0.0000,basketball course CAI teaching;basketball course;PE teaching;basketball course PE teaching;basketball course teaching recourse;basketball course teaching resource;low teaching efficiency;Web Service;system platform;Basketball Course CAI,0.0000
,0,0,Yukuo Wang,1,0.0000,basketball course CAI teaching;basketball course;PE teaching;basketball course PE teaching;basketball course teaching recourse;basketball course teaching resource;low teaching efficiency;Web Service;system platform;Basketball Course CAI,0.0000
